content,cleaned_content,score,sentiment,label_used,text_source
"aplikasi yang hebattt, solusi praktis untuk saya yg tidak suka bawa dompet, saya jg bisa menabung kapan saja dan dimana saja, fitur yg ditawarkan sangat banyak saya bisa melakukan top up Netflix, Spotify, mbangking dll, app ini sangat safety dan tidak perlu diragukann",aplikasi yang hebattt solusi praktis untuk saya yg tidak suka bawa dompet saya jg bisa menabung kapan saja dan dimana saja fitur yg ditawarkan sangat banyak saya bisa melakukan top netflix spotify mbangking dll app ini sangat safety dan tidak perlu diragukann,5,positive,positive,score_augmented
"tampilan keren, informatif",tampilan keren informatif,5,positive,positive,score_augmented
"Cool, but make it faster apps",cool make faster apps,5,positive,positive,score_augmented
"The app is soo sloww compared to my other mbanking: BNI, MANDIRI, DIGIBANK even SEABANK.... It takes time for loading and move between each pages, not like the application a few years ago. Pls fix it if not the consumer will leave you even more your saving rate is not that high.",app soo sloww compared mbanking bni mandiri digibank even seabank take time loading move page like application year ago pls fix consumer leave even saving rate high,3,neutral,neutral,score_augmented
From the last update.. the app reaponding so slow.. please repair it..,last update app reaponding slow please repair,1,negative,negative,score_augmented
"Not so jenius, bad CX",jenius bad cx,1,negative,negative,score_augmented
Aplikasi e wallet paling kekinian yang sesuai dengan kebutuhan milenial,aplikasi e wallet paling kekinian yang sesuai dengan kebutuhan milenial,5,positive,positive,score_augmented
"Pilihan reksa dana tolong di perbanyak, dan reksa dana syariah paling penting, app jenius nya bagus cuma masih bisa di tingkatkan lagi, Terima kasih",pilihan reksa dana tolong di perbanyak dan reksa dana syariah paling penting app jenius nya bagus cuma masih bisa di tingkatkan lagi terima kasih,3,neutral,neutral,score_augmented
"aplikasinya kacau, membagongkan, sudah punya akun, tapi susah banget login, sok2an pake otentikasi sms, giliran diinput gak bisa login juga, dicoba sribu kali juga tetep sama",aplikasinya kacau membagongkan sudah punya akun tapi susah banget login sokan pake otentikasi sm giliran diinput gak bisa login juga dicoba sribu kali juga tetep sama,1,negative,negative,score_augmented
"It's very slow especially if you have time sensitive condition like when cashier is waiting for you to load QRIS to scan QR, please fix the responsiveness or loading time of the app.",slow especially time sensitive condition like cashier waiting load qris scan qr please fix responsiveness loading time app,2,negative,negative,score_augmented
"flow yang tidak jelas dalam penyelesaian masalah pemilik rekening, branding digital bank tapi akses pelayanan hany melalui telepon. Rugi waktu, materi, dan lain nya.",flow yang tidak jelas dalam penyelesaian masalah pemilik rekening branding digital bank tapi akses pelayanan hany melalui telepon rugi waktu materi dan lain nya,1,negative,negative,score_augmented
Aplikasi bank yang ga ribet. Memudahkan banget. Top deh!,aplikasi bank yang ga ribet memudahkan banget top deh,5,positive,positive,score_augmented
"Makin hari, aplikasinya makin lambat. Transaksi di depan kasir rasanya terlalu lama, pindah antar tab dan fungsi loading terus. Parah!",makin hari aplikasinya makin lambat transaksi di depan kasir rasanya terlalu lama pindah antar tab dan fungsi loading terus parah,2,negative,negative,score_augmented
"Konten bagus, sayang aplikasinya lueeeemmoooottt polll... Mau transaksi jadi lebih sering pake produk lain. Ibaratnya yg lain sdh submit transfer, jenius baru nampilin halaman login. Akan jadi bintang 5 jika masalah lemot ini teratasi. Semoga lebih baik lagi krn kontennya lebih unik dibandingkan produk lain.",konten bagus sayang aplikasinya lueeeemmoooottt polll mau transaksi jadi lebih sering pake produk lain ibaratnya yg lain sdh submit transfer jenius baru nampilin halaman login akan jadi bintang jika masalah lemot ini teratasi semoga lebih baik lagi krn kontennya lebih unik dibandingkan produk lain,2,negative,negative,score_augmented
PEMAKSAAN!!!! DISURUH INSTALL OLEH SEMACAM SPG DI MALL,pemaksaan disuruh install oleh semacam spg di mall,1,negative,negative,score_augmented
"Slow UI load,",slow ui load,4,positive,positive,score_augmented
Selalu kembali ke loading screen ketika mau top up wallet. Please fix👎,selalu kembali ke loading screen ketika mau top wallet please fix,1,negative,negative,score_augmented
"Basisnya aja bank digital, tapi segala urusan wajib nelpon 1500365 yg kudu punya banyak pulsa, harusnya mah cukup dengan kirim email atau hubungi akun resmi medsos udah beres, eh ternyata di luar ekspektasi, lebih baik kalian pilih bank digital yg lain aja, saya pengguna lama jenius, dan masih banyak hal2 lain yg bikin saya nutup rekening ini, intinya KECEWA BANGET!!!",basisnya aja bank digital tapi segala urusan wajib nelpon yg kudu punya banyak pulsa harusnya mah cukup dengan kirim email atau hubungi akun resmi medsos udah beres eh ternyata di luar ekspektasi lebih baik kalian pilih bank digital yg lain aja saya pengguna lama jenius dan masih banyak hal lain yg bikin saya nutup rekening ini intinya kecewa banget,1,negative,negative,score_augmented
Uang 200an ribu kena pajak 10ribu per bulan. Bank gajelas.,uang ribu kena pajak ribu per bulan bank gajelas,1,negative,negative,score_augmented
Jenius = payah,jenius payah,1,negative,negative,score_augmented
UI UX Simple dan aplikasinya mudah untuk di pahami,ui ux simple dan aplikasinya mudah untuk di pahami,5,positive,positive,score_augmented
"Promo flexi rasa maxi ampas gagal, cs 3x sama komunikasi dengan cs terahkir DIPUTUS SECARA PAKSA OLEH PIHAK DIA SENDIRI",promo flexi rasa maxi ampas gagal c x sama komunikasi dengan c terahkir diputus secara paksa oleh pihak dia sendiri,1,negative,negative,score_augmented
kesan saya setelah menggunakan flexi cash sangat buruk. mekanismenya merugikan pengguna karena diharuskan setelah cicilan pertama agar bisa membayar lebih awal. ditambah lagi dendanya begitu besar (100k perhari) karena saya lupa naruh dana yang akan ditarik otomatis untuk membayar pinjaman. Saya tidak akan menggunakan flexi cash lagi 👎,kesan saya setelah menggunakan flexi cash sangat buruk mekanismenya merugikan pengguna karena diharuskan setelah cicilan pertama agar bisa membayar lebih awal ditambah lagi dendanya begitu besar k perhari karena saya lupa naruh dana yang akan ditarik otomatis untuk membayar pinjaman saya tidak akan menggunakan flexi cash lagi,1,negative,negative,score_augmented
aplikasi e-waller termantull!!,aplikasi ewaller termantull,5,positive,positive,score_augmented
"Butuh cuma mau buat kartu bayar transaksi online.. ga mau pinjem duit, tapi prosesnya puanjaang, ruibeet.. udah foto ktp, minta verifikasi macem2, trus trakhir video lagi sama ktp dan ga pas pas mulu. dah kek mo pinjem duit. So Jenius! Auto uninstal! Gt d mall ngiber2, taunya kalian sndiri yg ngeribetin",butuh cuma mau buat kartu bayar transaksi online ga mau pinjem duit tapi prosesnya puanjaang ruibeet udah foto ktp minta verifikasi macem trus trakhir video lagi sama ktp dan ga pa pa mulu dah kek mo pinjem duit jenius auto uninstal gt mall ngiber taunya kalian sndiri yg ngeribetin,1,negative,negative,score_augmented
"KTPel dibilang kadaluarsa. padahal undang undang aja bilang ektp tidak ada masa berlaku. Saya disuruh hubungi CS/Tempat terdekat? justru saya tau info kalau ektp dianggap expired karena tidak bisa registrasi di booth, terus hubungi CS. terus di email konfirmasi katanya ktp habis masa berlaku",ktpel dibilang kadaluarsa padahal undang undang aja bilang ektp tidak ada masa berlaku saya disuruh hubungi cstempat terdekat justru saya tau info kalau ektp dianggap expired karena tidak bisa registrasi di booth terus hubungi c terus di email konfirmasi katanya ktp habis masa berlaku,1,negative,negative,score_augmented
"aplikasi online yang cocok banget buat menabung, ngatur financial, sampai beli spotify premium jg gampang banget. aktivasinya juga gampang 👌",aplikasi online yang cocok banget buat menabung ngatur financial sampai beli spotify premium jg gampang banget aktivasinya juga gampang,5,positive,positive,score_augmented
WORST APPS EVER,worst apps ever,1,negative,negative,score_augmented
"Aplikasi yang sangat baik dan membantu, gak nyesel udah download apps ini",aplikasi yang sangat baik dan membantu gak nyesel udah download apps ini,5,positive,positive,score_augmented
Aplikasi mbanking yang memudahkan penggunanya dalam bertransaksi karena UI UX yang simple.,aplikasi mbanking yang memudahkan penggunanya dalam bertransaksi karena ui ux yang simple,5,positive,positive,score_augmented
"sangat dipermudah pastinya dgn jenius, sekarang serba instant dan berbasis online",sangat dipermudah pastinya dgn jenius sekarang serba instant dan berbasis online,5,positive,positive,score_augmented
"the best application of the year, keren mempermudah pembayaran internasional dengan pake PayPal, dan banyak fitur menarik di dalamnya",best application year keren mempermudah pembayaran internasional dengan pake paypal dan banyak fitur menarik di dalamnya,5,positive,positive,score_augmented
"Error terus app nya, mohon diperbaiki",error terus app nya mohon diperbaiki,2,negative,negative,score_augmented
"aplikasi financial termudah, menabung jadi sangat efektif.",aplikasi financial termudah menabung jadi sangat efektif,5,positive,positive,score_augmented
Top up menggunakan jenius sangatlah mudah didukung dengan fitur - fitur masa kini menambah kesan modern,top menggunakan jenius sangatlah mudah didukung dengan fitur fitur masa kini menambah kesan modern,5,positive,positive,score_augmented
"Login ke handphone baru sangat menyusahkan. Suruh telpon untuk bantu unlink yg katanya di layani 24 jam, tapi ternyata ada jam kerja. Menyusahkan.",login ke handphone baru sangat menyusahkan suruh telpon untuk bantu unlink yg katanya di layani jam tapi ternyata ada jam kerja menyusahkan,1,negative,negative,score_augmented
"I wanna use Jenius since it can be linked to PayPal, but I can't even access my e-card in card center section. smh",wanna use jenius since linked paypal cant even access ecard card center section smh,1,negative,negative,score_augmented
"This app have a IU UX simple and this app is a great e wallet, i can top many things like spotify, nettflix and youtube",app iu ux simple app great e wallet top many thing like spotify nettflix youtube,5,positive,positive,score_augmented
"Feature split bill ga jalan, terjadi kesalahan terus",feature split bill ga jalan terjadi kesalahan terus,4,positive,positive,score_augmented
"Lemot. Sering force close. Mau bayar pake QR ada mungkin 10 menitan buka tutup aplikasi, force close terus.",lemot sering force close mau bayar pake qr ada mungkin menitan buka tutup aplikasi force close terus,1,negative,negative,score_augmented
"Ga bisa registrasi, setelah masukan password error message terjadi kesalahan ??? Wth Mana kalo klik back app nya crash. Tuhan bantu backend sama frontend kasih ketenangan dan kebahagiaan",ga bisa registrasi setelah masukan password error message terjadi kesalahan wth mana kalo klik back app nya crash tuhan bantu backend sama frontend kasih ketenangan dan kebahagiaan,1,negative,negative,score_augmented
"Aplikasinya buruk, udh lama bukanya terus kayanya setiap bulan disuruh update terus",aplikasinya buruk udh lama bukanya terus kayanya setiap bulan disuruh update terus,1,negative,negative,score_augmented
Kecewa dgn jenius help yg tidak memberikan solusi.malah sembarang jawab terhadap komplainan nsbh. Padahal utk aplikasi dan promo sudah bagus,kecewa dgn jenius help yg tidak memberikan solusimalah sembarang jawab terhadap komplainan nsbh padahal utk aplikasi dan promo sudah bagus,3,neutral,neutral,score_augmented
"Aplikasi perbankan paling enak dipake, ga nyesel sih! Mempermudah sekali.",aplikasi perbankan paling enak dipake ga nyesel sih mempermudah sekali,5,positive,positive,score_augmented
Selalu force close ketika masuk In and Out Penjadwalan.,selalu force close ketika masuk penjadwalan,2,negative,negative,score_augmented
"Tampilan baru Jenius Ok banget, lebih mudah dipilih dari tampilan sebelumnya. Tapi loading tiap page nya itu loh lama banget, saran aja pas masuk awal juga pin nya dibikin sound, karna ga berasa ngetik dan loading lama. Terima kasih.",tampilan baru jenius ok banget lebih mudah dipilih dari tampilan sebelumnya tapi loading tiap page nya itu loh lama banget saran aja pa masuk awal juga pin nya dibikin sound karna ga berasa ngetik dan loading lama terima kasih,2,negative,negative,score_augmented
