content,cleaned_content,score,sentiment,label_used
"akun saya tiba-tiba terlogout, ketika mencoba login selalu dibilang salah password padahal saya menggunakan save/autofill email & password, mencoba reset password tapi kode verifikasi tidak pernah sampai, mencoba resend kode verifikasi selalu error, bagaimana nasib akun jenius saya? selain itu aplikasi ini sangat lambat, mohon respon dan solusi dari pihak jenius terutama pada akun saya yang sekarang sama sekali tidak bisa login. terima kasih.",akun saya tibatiba terlogout ketika mencoba login selalu dibilang salah password padahal saya menggunakan saveautofill email password mencoba reset password tapi kode verifikasi tidak pernah sampai mencoba resend kode verifikasi selalu error bagaimana nasib akun jenius saya selain itu aplikasi ini sangat lambat mohon respon dan solusi dari pihak jenius terutama pada akun saya yang sekarang sama sekali tidak bisa login terima kasih,1,negative,negative
"Payah.. sales di Sumarrecon Mall Serpong bukain rekening tanpa bilang di awal setor awal 1 juta dan biaya bulanan, tp di akhir sehingga terpaksa harus nerusin untuk transfer ke. Rek yg baru dibuat. Pas transfer ke rekening trus gagal. Bilangnya BI Fast gangguan. Tp di rek. saya bank lain sudah kepotong. Ampe mall tutup nggk ada masuk duit saya ke rek. Jenius yang barusan diaktifin. Dan cuma bilang tunggu 1 x 24 jam. Aplikasi payah dan banknya juga payah BTPN.",payah sale di sumarrecon mall serpong bukain rekening tanpa bilang di awal setor awal juta dan biaya bulanan tp di akhir sehingga terpaksa harus nerusin untuk transfer ke rek yg baru dibuat pa transfer ke rekening trus gagal bilangnya bi fast gangguan tp di rek saya bank lain sudah kepotong ampe mall tutup nggk ada masuk duit saya ke rek jenius yang barusan diaktifin dan cuma bilang tunggu x jam aplikasi payah dan banknya juga payah btpn,1,negative,negative
Aplikasi sangat mudah digunakan dan fitur di jenius sangat mudah digunakan untuk berbagai transaksi online,aplikasi sangat mudah digunakan dan fitur di jenius sangat mudah digunakan untuk berbagai transaksi online,1,negative,negative
Aplikasi terkait keuangan yang mudah digunakan. UI/UX simpel mudah dipahami user,aplikasi terkait keuangan yang mudah digunakan uiux simpel mudah dipahami user,5,positive,positive
Saat registrasi selalu bermasalah Kembali ke halaman utama sebelum registrasi selesai. Capek ngulang proses2 nya,saat registrasi selalu bermasalah kembali ke halaman utama sebelum registrasi selesai capek ngulang prose nya,1,negative,negative
"Aktivasi akunnya gampang banget, aplikasinya juga bagus dan lancar kok. I think it's safe to use since Jenius is from Bank BTPN.",aktivasi akunnya gampang banget aplikasinya juga bagus dan lancar kok think safe use since jenius bank btpn,5,positive,positive
Di-update malah jadi lemot n susah dibuka solusinya apa,diupdate malah jadi lemot n susah dibuka solusinya apa,3,neutral,neutral
"Mobile banking dengan ui ux yang simple, bisa dipake buat top up e wallet, spotify maupun netflix. Aktivasinya pun mudah",mobile banking dengan ui ux yang simple bisa dipake buat top e wallet spotify maupun netflix aktivasinya pun mudah,5,positive,positive
Limit virtual card tidak bisa diubah. Loading lama.,limit virtual card tidak bisa diubah loading lama,2,negative,negative
2 hari tidak bisa login,hari tidak bisa login,1,negative,negative
Mobile banking yg sangat mudah digunakan dan nyaman,mobile banking yg sangat mudah digunakan dan nyaman,5,positive,positive
"Halo Tim Jenius, Saya menemukan interface JENIUS di Samsung S21 5G saya kenapa ya seperti error? Nama tidak full, nominal tidak full, icon juga seperti menggunakan Chinese symbol.",halo tim jenius saya menemukan interface jenius di samsung g saya kenapa ya seperti error nama tidak full nominal tidak full icon juga seperti menggunakan chinese symbol,3,neutral,neutral
Pengguna Jenius sangat dimudahkan dalam bertransaksi perbankan dengan UI UX yang simple. Sehingga memudahkan penggunaannya.,pengguna jenius sangat dimudahkan dalam bertransaksi perbankan dengan ui ux yang simple sehingga memudahkan penggunaannya,5,positive,positive
"aplikasi perbankan dengan proses aktivasi yang mudah dan cepat, good!!",aplikasi perbankan dengan prose aktivasi yang mudah dan cepat good,5,positive,positive
"aplikasi e wallet ini membantu banget,selain itu aman juga pokoknya bintang 5 deh",aplikasi e wallet ini membantu bangetselain itu aman juga pokoknya bintang deh,5,positive,positive
"Ini keren banget, mempermudah semua urusan keuangan aku, love love",ini keren banget mempermudah semua urusan keuangan aku love love,5,positive,positive
"useless after force update, lag to open the app, and my fingerprint cannot recognize. almost get blocked..",useless force update lag open app fingerprint cannot recognize almost get blocked,1,negative,negative
"makin lambat aplikasinya, pindah2 menu loadingnya lama",makin lambat aplikasinya pindah menu loadingnya lama,2,negative,negative
habis di update terbaru langsung error ter log out sendiri,habis di update terbaru langsung error ter log sendiri,1,negative,negative
"aplikasi financial yang user friendly, fitur-fiturnya keren",aplikasi financial yang user friendly fiturfiturnya keren,5,positive,positive
"Aktivasi akun mudah, tidak repot ke bank",aktivasi akun mudah tidak repot ke bank,5,positive,positive
aplikasi bank digital ini sangat membantu saya dalam bertransaksi seperti membeli netflix dan spotify. simple dan prosesnya sangat cepat serta mudah,aplikasi bank digital ini sangat membantu saya dalam bertransaksi seperti membeli netflix dan spotify simple dan prosesnya sangat cepat serta mudah,5,positive,positive
"Bad experience, can't login after reset password and always wrong in create pin. Cmon",bad experience cant login reset password always wrong create pin cmon,1,negative,negative
"As a banking service, I don't have much complaints. But the app crashes a lot. I can't login and usually it takes very long for the app to load things. The jenius chat help also doesn't work. Edit: Ga cuma appnya yang lemot parah, customer support nya juga. Bikin frustrasi",banking service dont much complaint app crash lot cant login usually take long app load thing jenius chat help also doesnt work edit ga cuma appnya yang lemot parah customer support nya juga bikin frustrasi,1,negative,negative
"Sangat tidak berguna,kenapa selalu sessions time out trus log out sendiri",sangat tidak bergunakenapa selalu session time trus log sendiri,1,negative,negative
"mana malware? Yg bener2 aja ni security updatenya, duit gabisa di akses nih 😡",mana malware yg bener aja ni security updatenya duit gabisa di akses nih,1,negative,negative
Aplikasi terlalu berat saat digunakan transfer,aplikasi terlalu berat saat digunakan transfer,3,neutral,neutral
"Wow. After log in, automatically thrown out. Session expired, it says. Been waiting for almost 2 years for any kind of improvement for this app, even worser every time.",wow log automatically thrown session expired say waiting almost year kind improvement app even worser every time,1,negative,negative
"sering error, lemot banget padahal internet stabil, kdang request denied tiba tiba klo transaksi. ga rekomen.",sering error lemot banget padahal internet stabil kdang request denied tiba tiba klo transaksi ga rekomen,1,negative,negative
Solusi Financial Online Saat ini..,solusi financial online saat ini,5,positive,positive
good bank,good bank,5,positive,positive
Laggy when navigating through pages and often I had problem to login which made me unable to access the banking features. Please fix this!,laggy navigating page often problem login made unable access banking feature please fix,3,neutral,neutral
"Gak bisa log in, session expired terus. So bad! One star online banking apps",gak bisa log session expired terus bad one star online banking apps,1,negative,negative
"App selalu crash kalau tanggal gajian, membuat transaksi jd selalu terganggu",app selalu crash kalau tanggal gajian membuat transaksi jd selalu terganggu,1,negative,negative
"Don't use this app, bad app, can't login",dont use app bad app cant login,1,negative,negative
everytime i do the verification am always got denied,everytime verification always got denied,1,negative,negative
Akhirnya fitur face recognition dimasukin untuk HP jadul.,akhirnya fitur face recognition dimasukin untuk hp jadul,5,positive,positive
"Just download it again after a while, but i can't login due to ""login session expired"" or something like that. I guess i better stop using this app for good.",download cant login due login session expired something like guess better stop using app good,1,negative,negative
"E wallet yg mudah digunain, top upmya juga tidak ribet",e wallet yg mudah digunain top upmya juga tidak ribet,5,positive,positive
"Bagus banget, sukses selalu",bagus banget sukses selalu,5,positive,positive
"Bagus aplikasinya, aktivasinya juga mudah dan cepat",bagus aplikasinya aktivasinya juga mudah dan cepat,5,positive,positive
"Pake aplikasi jenius urusan perbankan digital jadi mudah aktivasi nya jg gampang, recommend banget deh...kamu harus coba",pake aplikasi jenius urusan perbankan digital jadi mudah aktivasi nya jg gampang recommend banget dehkamu harus coba,5,positive,positive
"Great,user friendly interface and functional.",greatuser friendly interface functional,5,positive,positive
"Makin hari makin parah aja, kecewa abis sama jenius makin ga tahan. Appsnya makin lag ini jg gabisa ganti limit penarikan udah dua hari gatau kenapa heran. Telpon cs jg ga membantu. Kalau jenius kayak gini terus ya susah mau keep customer, capek digital banking should be reliable not useless like this especially in emergency times",makin hari makin parah aja kecewa abis sama jenius makin ga tahan appsnya makin lag ini jg gabisa ganti limit penarikan udah dua hari gatau kenapa heran telpon c jg ga membantu kalau jenius kayak gini terus ya susah mau keep customer capek digital banking reliable useless like especially emergency time,1,negative,negative
kerennn pakenya mudah banyak promonya lagi nyaman banget pake jenius😘,kerennn pakenya mudah banyak promonya lagi nyaman banget pake jenius,5,positive,positive
Aplikasi ini memiliki tampilan yang sederhana dengan UI/UX yang menarik. Sangat membantu mengelola keuangan,aplikasi ini memiliki tampilan yang sederhana dengan uiux yang menarik sangat membantu mengelola keuangan,5,positive,positive
unknown error occured,unknown error occured,2,negative,negative
Akun saya kenapa ga bisa daftar min? Ga dikasih tau apa masalahnya.,akun saya kenapa ga bisa daftar min ga dikasih tau apa masalahnya,1,negative,negative
"Aplikasi perbankan terbaik, jenius manteb!",aplikasi perbankan terbaik jenius manteb,5,positive,positive
Kenapa aplikasi jenius lemot sekalii. Ditambah ada pop up qris di awal buka yg tambah bikin lemot,kenapa aplikasi jenius lemot sekalii ditambah ada pop qris di awal buka yg tambah bikin lemot,3,neutral,neutral
"Still crash on my phone, its pretty much useless",still crash phone pretty much useless,1,negative,negative
"apk nya baik, ga ribet pula, emang terbaikk jenius",apk nya baik ga ribet pula emang terbaikk jenius,5,positive,positive
"Aplikasi sering tertutup dengan sendirinya, tidak bisa disambi buka aplikasi lain",aplikasi sering tertutup dengan sendirinya tidak bisa disambi buka aplikasi lain,1,negative,negative
"Konten bagus, sayang aplikasinya lueeeemmoooottt polll... Mau transaksi jadi lebih sering pake produk lain. Ibaratnya yg lain sdh submit transfer, jenius baru nampilin halaman login. Akan jadi bintang 5 jika masalah lemot ini teratasi. Semoga lebih baik lagi krn kontennya lebih unik dibandingkan produk lain.",konten bagus sayang aplikasinya lueeeemmoooottt polll mau transaksi jadi lebih sering pake produk lain ibaratnya yg lain sdh submit transfer jenius baru nampilin halaman login akan jadi bintang jika masalah lemot ini teratasi semoga lebih baik lagi krn kontennya lebih unik dibandingkan produk lain,2,negative,negative
"Kartu sudah saya tutup dari 2024 tapi tiba"" dapat WA dikenakan biaya tahunan dan sudah ada bunga keterlambatan. Ngeri banget ini jenius btpn dan smbc indonesia ya, mendingan jangan pada buka rekening disini ya, ngeri data disalahgunakan.",kartu sudah saya tutup dari tapi tiba dapat wa dikenakan biaya tahunan dan sudah ada bunga keterlambatan ngeri banget ini jenius btpn dan smbc indonesia ya mendingan jangan pada buka rekening disini ya ngeri data disalahgunakan,1,negative,negative
"Registrasi nya mudah, ga berbelit belit. Mantep pokoknya",registrasi nya mudah ga berbelit belit mantep pokoknya,5,positive,positive
aplikasi lama untuk loadingnya. saat di butuhkan kadang susah sekali di buka,aplikasi lama untuk loadingnya saat di butuhkan kadang susah sekali di buka,3,neutral,neutral
i can't even log in,cant even log,1,negative,negative
Can everything work faster on this app?,everything work faster app,3,neutral,neutral
Kenapa jadi sering crash aplikasinya sekarang,kenapa jadi sering crash aplikasinya sekarang,1,negative,negative
Tidak bisa login,tidak bisa login,1,negative,negative
Auto adjustment credibility sendiri. Orang lancar terus bayar bunga malah diturunin. Service juga payah.,auto adjustment credibility sendiri orang lancar terus bayar bunga malah diturunin service juga payah,1,negative,negative
Aplikasinya sudah oke sih. Tapi kadang kalau sudah hari libur suka eror. Dan CS nya bot semua ga kaya dulu.,aplikasinya sudah oke sih tapi kadang kalau sudah hari libur suka eror dan c nya bot semua ga kaya dulu,4,positive,positive
SAYA PUNYA AKUN DAN ADA SALDONYA TAPI MAU LOGIN SAMPAI PIN SELALU UNKNOWN OCCURED INI GMN Y MKSDNYA,saya punya akun dan ada saldonya tapi mau login sampai pin selalu unknown occured ini gmn mksdnya,1,negative,negative
